u,y
 14.29,  0.E+0
 14.3628826,  0.185259253
 14.4158878,  0.253983974
 14.6919575,  0.531872869
 14.9503574,  0.741036177
 15.3147697,  0.932270348
 15.4936619,  1.11752951
 15.4936619,  1.52091622
 15.3876514,  1.92131376
 15.1690044,  2.12748981
 14.6234913,  2.53685141
 14.4976034,  2.671314
 14.3827591,  2.78784776
 14.33638,  2.85956073
 14.3076677,  2.94621372
 14.2922096,  2.99999857
