x, y
7.912087912087912, 0.1060606060606063
16.703296703296704, 0.21515151515151543
26.373626373626372, 0.41212121212121233
32.08791208791209, 0.6060606060606062
36.48351648351648, 0.8060606060606061
39.56043956043956, 1.0303030303030303
42.1978021978022, 1.2
45.714285714285715, 1.396969696969697
50.10989010989011, 1.5939393939393938
53.62637362637363, 1.712121212121212
56.7032967032967, 1.7939393939393937
61.098901098901095, 1.8757575757575755
67.25274725274726, 1.918181818181818
72.96703296703296, 1.8787878787878785
77.80219780219781, 1.7939393939393937
80.87912087912088, 1.709090909090909
83.07692307692307, 1.627272727272727
84.83516483516483, 1.5575757575757574
85.71428571428572, 1.4969696969696968
87.91208791208791, 1.4454545454545453
91.42857142857143, 1.412121212121212
95.38461538461539, 1.4696969696969695
98.02197802197801, 1.5696969696969694
100.65934065934066, 1.6363636363636362
105.05494505494505, 1.6909090909090907
109.45054945054945, 1.7060606060606058
114.28571428571428, 1.6818181818181817
119.12087912087912, 1.6333333333333333
123.07692307692308, 1.5515151515151513
126.15384615384615, 1.4727272727272727
128.7912087912088, 1.3666666666666667
130.98901098901098, 1.2969696969696969
134.5054945054945, 1.2666666666666666
138.90109890109892, 1.3333333333333333
141.09890109890108, 1.4030303030303028
144.6153846153846, 1.4818181818181817
148.13186813186815, 1.512121212121212
153.84615384615384, 1.5363636363636362
159.12087912087912, 1.5151515151515151
163.0769230769231, 1.4727272727272727
167.9120879120879, 1.406060606060606
172.74725274725276, 1.2909090909090908
176.26373626373626, 1.206060606060606
181.97802197802199, 1.009090909090909
186.8131868131868, 0.8454545454545455
191.2087912087912, 0.6181818181818183
197.8021978021978, 0.4181818181818183
207.03296703296704, 0.22424242424242447
218.02197802197801, 0.10909090909090935
