x, y
0.000001584893192461114, 1.0097389830508468
0.00001584893192461114, 1.0490949152542366
0.000045585164821728746, 1.1081288135593212
0.00013471370006941846, 1.2655525423728808
0.0002379417154015396, 1.373781355932203
0.000455851648217287, 1.4721711864406775
0.001276093078115092, 1.5115271186440673
0.003383855153428233, 1.5115271186440673
0.005510315562821569, 1.5115271186440673
0.012419887072831308, 1.5115271186440673
0.033838551534282335, 1.5213661016949147
0.08051602998770538, 1.5508830508474571
0.1384128689558757, 1.570561016949152
0.2444754724726473, 1.609916949152542
0.4202709887639692, 1.678789830508474
0.7031675547946471, 1.7870186440677962
1.1764899870201853, 1.9346033898305082
1.766277039966443, 2.1215440677966098
2.5808615404180766, 2.3871966101694913
3.2934195473009575, 2.633171186440678
3.874675120456128, 2.869306779661017
4.683690999171272, 3.164476271186441
5.363048996942866, 3.499001694915255
6.140946221409365, 3.7744932203389836
7.423149980177929, 4.4041881355932215
8.272695874133706, 5.0634000000000015
