x, y
1.2675864881397487, 0.2072420963986689
7.073117400651768, 0.3576822569242473
12.749801464512224, 0.4917261397249287
21.991896711465323, 0.679687230176875
32.607486397636194, 0.864862942971059
41.690082526373025, 1.0004188370450395
52.62066843858099, 1.138033615727665
61.95925908702292, 1.244006193827099
77.18380093508426, 1.353597116925501
88.63357503389412, 1.4135305673127108
100.13266999824718, 1.4492427063678814
121.96410621469734, 1.4806524953242586
149.27002436084098, 1.451107596597275
171.4854299992488, 1.4041212674765884
201.6334462541183, 1.3132731272307367
227.48513666753712, 1.2142601769928392
246.45658869528202, 1.1192931226448366
266.02619595273785, 1.0180036324652457
288.71558271059973, 0.8764519763733928
304.78940035128267, 0.7558735932624796
315.23191985605285, 0.6626269192325072
328.669284592573, 0.5379904281265131
339.6309922839451, 0.4382534018186493
350.37748571796516, 0.31285492623284206
366.4381123746633, 0.13429003304582887
